"","Id","IncidentId","ActionGrouped","ActionGranular","LastVerdict","IncidentGrade"
"326",1477468751974,278400,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"327",360777257880,80515,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"328",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"329",1614907707626,26876,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"330",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"331",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"332",223338301643,1025,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"333",807453856769,8065,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"334",1700807050990,347533,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"335",798863920928,15206,"ContainAccount","change user password.","Malicious","TruePositive"
"336",455266534162,28436,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","BenignPositive"
"337",206158431906,18043,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"338",1211180781131,39111,"ContainAccount","account password changed","Suspicious","BenignPositive"
"339",223338301643,1025,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"340",489626275805,215855,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"341",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"342",223338301643,1025,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"343",335007451196,22431,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"344",962072675982,499722,"ContainAccount","account disabled","Suspicious","TruePositive"
"345",17179871389,182888,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"346",1425929144858,51916,"ContainAccount","account disabled","Malicious","TruePositive"
"347",1425929144858,51916,"ContainAccount","change user password.","Malicious","TruePositive"
"348",979252545439,864,"ContainAccount","change user password.","Suspicious","FalsePositive"
"349",1675037248487,179090,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"350",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"351",1176821042575,58929,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"352",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"353",1056561959749,24825,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"354",1262720388740,176918,"ContainAccount","account password changed","Suspicious","BenignPositive"
"355",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"356",1614907707262,13664,"IsolateDevice","quarantinefile","Suspicious","BenignPositive"
"357",764504182155,7022,"ContainAccount","change user password.","Suspicious","BenignPositive"
"358",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"359",214748366959,80626,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"360",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"361",1563368097513,62627,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"362",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"363",455266538498,174628,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"364",523986014691,19234,"ContainAccount","disableuser","Malicious","TruePositive"
"365",506806143060,49372,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"366",472446407557,46915,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"367",223338301643,1025,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"368",1494648621632,1325,"ContainAccount","account disabled","Malicious","TruePositive"
"369",292057780821,87850,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"370",1417339210481,14,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","TruePositive"
"371",807453853880,1526,"ContainAccount","account password changed","Malicious","TruePositive"
"372",240518168978,71539,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"373",695784705053,317873,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"374",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"375",1030792154161,43036,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"376",188978561769,69438,"ContainAccount","account password changed","Suspicious","TruePositive"
"377",1494648621632,1325,"ContainAccount","account disabled","NoThreatsFound","TruePositive"
"378",103079215876,312770,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"379",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"380",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"381",120259086465,21557,"ContainAccount","account password changed","Malicious","TruePositive"
"382",257698040025,108327,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"383",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"384",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"385",1425929144858,51916,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"386",704374638713,127058,"ContainAccount","reset user password.","Suspicious","TruePositive"
"387",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"388",936302872206,56426,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"389",661424967244,244144,"ContainAccount","change user password.","Suspicious","BenignPositive"
"390",188978564746,4712,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"391",1322849930946,34607,"ContainAccount","change user password.","Malicious","TruePositive"
"392",773094114533,1241,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"393",1649267443792,278407,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"394",481036341936,53890,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"395",266287977375,2195,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"396",214748366959,80626,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"397",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"398",695784702803,10057,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","BenignPositive"
"399",1640677509291,30292,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"400",996432414480,39508,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"401",77309412136,127768,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"402",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"403",188978565845,23257,"ContainAccount","change user password.","Suspicious","BenignPositive"
"404",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"405",506806143060,49372,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"406",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"407",1614907707262,13664,"IsolateDevice","quarantinefile","Suspicious","BenignPositive"
"408",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"409",919123005804,33367,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","BenignPositive"
"410",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"411",1108101567289,8842,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"412",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"413",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"414",335007451196,22431,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"415",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"416",695784702803,10057,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","BenignPositive"
"417",1202590847409,31790,"ContainAccount","forcepasswordresetremediation","Malicious","BenignPositive"
"418",876173331525,196137,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"419",1554778165716,99004,"ContainAccount","change user password.","Suspicious","FalsePositive"
"420",1614907707626,26876,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"421",867583395971,384883,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"422",103079218699,176401,"ContainAccount","reset user password.","Suspicious","BenignPositive"
"423",1348619735876,26618,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"424",1365799603123,16043,"ContainAccount","account password changed","Suspicious","BenignPositive"
"425",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"426",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"427",506806143060,49372,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"428",1382979470143,136260,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"429",1348619735876,26618,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"430",266287977375,2195,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"431",936302872206,56426,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"432",1443109015793,67488,"ContainAccount","account password changed","NoThreatsFound","TruePositive"
"433",635655163558,101040,"ContainAccount","change user password.","Suspicious","BenignPositive"
"434",884763266423,140686,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"435",884763266797,164324,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"436",1683627182193,138632,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"437",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"438",1666447313130,12910,"ContainAccount","account password changed","Malicious","TruePositive"
"439",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"440",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"441",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"442",747324311532,40278,"ContainAccount","forcepasswordresetremediation","Malicious","TruePositive"
"443",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"444",584115552820,9910,"ContainAccount","change user password.","Malicious","TruePositive"
"445",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"446",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"447",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"448",257698040494,760,"ContainAccount","change user password.","Suspicious","BenignPositive"
"449",936302874927,60173,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"450",1056561959749,24825,"ContainAccount","account password changed","Suspicious","TruePositive"
"451",206158431730,177657,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"452",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"453",944892806895,149721,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"454",1649267446788,173890,"ContainAccount","forcepasswordresetremediation","Malicious","TruePositive"
"455",1417339210481,14,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"456",1443109015793,67488,"ContainAccount","account password changed","Malicious","TruePositive"
"457",1408749275799,172993,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"458",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"459",1683627181920,249037,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"460",85899348719,121736,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"461",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"462",120259089017,23723,"ContainAccount","change user password.","Suspicious","BenignPositive"
"463",68719481392,83564,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"464",1168231105845,23693,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"465",1185410974508,3184,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"466",42949676764,39789,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"467",1391569408842,17189,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"468",1640677509291,30292,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"469",979252547178,56524,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"470",1357209668152,150444,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"471",1640677509291,30292,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"472",5003,85875,"ContainAccount","account password changed","Suspicious","BenignPositive"
"473",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"474",1108101567289,8842,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"475",807453853880,1526,"ContainAccount","account password changed","Malicious","TruePositive"
"476",541165881425,327826,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"477",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"478",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"479",1425929144858,51916,"ContainAccount","account disabled","NoThreatsFound","TruePositive"
"480",876173330595,32660,"IsolateDevice","quarantinefile","Suspicious","FalsePositive"
"481",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"482",970662610539,35156,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"483",773094114533,1241,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","TruePositive"
"484",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"485",1331439864673,199756,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"486",1657857380241,40828,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"487",670014900231,132663,"ContainAccount","account password changed","Suspicious","TruePositive"
"488",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"489",292057778246,173911,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"490",1468878819531,119255,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"491",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"492",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"493",1382979470143,136260,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"494",1297080126706,8995,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"495",283467843866,2087,"ContainAccount","change user password.","Suspicious","BenignPositive"
"496",858993460818,692,"ContainAccount","account password changed","Suspicious","BenignPositive"
"497",1623497638750,51695,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","BenignPositive"
"498",498216209778,122126,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"499",1443109015793,67488,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"500",274877909078,24788,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"501",1606317770312,64207,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"502",1451698946388,96466,"ContainAccount","reset user password.","NoThreatsFound","BenignPositive"
"503",1357209670167,209998,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"504",901943134337,564710,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"505",60129545584,5524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"506",1606317770840,327805,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"507",1133871369558,320497,"ContainAccount","change user password.","Suspicious","BenignPositive"
"508",42949676764,39789,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"509",1013612285422,7570,"ContainAccount","msecidentitiesconfirmusercompromised","NoThreatsFound","TruePositive"
"510",292057779232,27825,"ContainAccount","change user password.","Suspicious","BenignPositive"
"511",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"512",996432417016,566689,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"513",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"514",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"515",858993460818,692,"ContainAccount","account password changed","Suspicious","BenignPositive"
"516",1013612286924,296620,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"517",206158431906,18043,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"518",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"519",1477468750438,486,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"520",1675037246066,81446,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"521",377957123753,26148,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"522",1382979470143,136260,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"523",111669151655,249044,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","BenignPositive"
"524",343597385955,384895,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"525",979252545439,864,"ContainAccount","change user password.","Suspicious","FalsePositive"
"526",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"527",146028890390,37109,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"528",1666447313130,12910,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"529",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"530",970662613092,225848,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"531",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"532",1494648623956,32905,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"533",8589939043,64277,"ContainAccount","change user password.","Malicious","TruePositive"
"534",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"535",919123005804,33367,"ContainAccount","change user password.","Malicious","BenignPositive"
"536",223338301643,1025,"ContainAccount","account password changed","Malicious","TruePositive"
"537",867583398126,47647,"ContainAccount","change user password.","Malicious","TruePositive"
"538",1245540518916,54029,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"539",1133871368338,230703,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"540",446676600164,12375,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"541",1563368097513,62627,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"542",1400159340581,292540,"ContainAccount","change user password.","Suspicious","TruePositive"
"543",798863920928,15206,"ContainAccount","change user password.","Malicious","TruePositive"
"544",1632087574625,278413,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"545",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"546",807453855241,298123,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"547",446676602771,22147,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"548",1022202217636,14447,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"549",1108101567289,8842,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"550",223338301643,1025,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"551",1571958034067,302919,"ContainAccount","change user password.","Suspicious","BenignPositive"
"552",523986014691,19234,"ContainAccount","disableuser","Malicious","TruePositive"
"553",343597385956,35361,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"554",1709396987937,586,"ContainAccount","change user password.","Suspicious","BenignPositive"
"555",816043788918,58115,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"556",34359743267,3300,"ContainAccount","change user password.","Suspicious","BenignPositive"
"557",1494648621043,12854,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"558",1425929145692,22492,"ContainAccount","account disabled","Malicious","TruePositive"
"559",214748366959,80626,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"560",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"561",644245096361,37257,"ContainAccount","change user password.","Suspicious","FalsePositive"
"562",944892809930,44411,"ContainAccount","change user password.","Malicious","BenignPositive"
"563",1254130450887,141849,"ContainAccount","change user password.","Suspicious","TruePositive"
"564",146028890390,37109,"ContainAccount","account password changed","Malicious","TruePositive"
"565",309237646057,6236,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"566",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"567",403726928050,5620,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"568",1073741826295,41733,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"569",1099511631450,51237,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"570",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"571",206158431730,177657,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"572",1563368097513,62627,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"573",996432414480,39508,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"574",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"575",584115556690,533525,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"576",1254130450887,141849,"ContainAccount","change user password.","NoThreatsFound","TruePositive"
"577",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"578",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"579",884763268026,49298,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"580",738734379873,874,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"581",1477468752506,211893,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"582",369367189593,198945,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"583",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"584",1348619733421,42,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"585",506806143060,49372,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"586",1314259997871,80972,"ContainAccount","disable account.","Malicious","FalsePositive"
"587",1468878819476,841,"ContainAccount","change user password.","Suspicious","BenignPositive"
"588",472446407557,46915,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"589",1168231108188,91156,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"590",85899347898,62985,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"591",1245540517422,534,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"592",1537598295069,24936,"ContainAccount","account password changed","Suspicious","BenignPositive"
"593",1005022349570,30860,"ContainAccount","account password changed","Malicious","TruePositive"
"594",1382979471526,327784,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"595",1108101567289,8842,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"596",850403526594,35909,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"597",807453853880,1526,"ContainAccount","account password changed","Malicious","TruePositive"
"598",1425929145692,22492,"ContainAccount","account password changed","Malicious","TruePositive"
"599",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"600",773094114533,1241,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","NoThreatsFound","TruePositive"
"601",867583395971,384883,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"602",1640677509291,30292,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"603",1254130453362,199755,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"604",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"605",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"606",738734379684,11034,"ContainAccount","change user password.","Suspicious","BenignPositive"
"607",1606317773160,772,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"608",1408749275354,270353,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"609",1279900258020,16829,"ContainAccount","change user password.","Suspicious","BenignPositive"
"610",395136995901,121716,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"611",1451698946388,96466,"ContainAccount","reset user password.","Suspicious","BenignPositive"
"612",231928237610,192584,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"613",1503238556678,87778,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"614",1649267443792,278407,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"615",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"616",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"617",1657857379978,297750,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"618",1425929145692,22492,"ContainAccount","account password changed","Malicious","TruePositive"
"619",824633723791,14679,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"620",1468878817766,59473,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","BenignPositive"
"621",472446407557,46915,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"622",1125281436175,766,"ContainAccount","change user password.","Suspicious","BenignPositive"
"623",1151051236603,26293,"IsolateDevice","isolateresponse","Suspicious","FalsePositive"
"624",335007451196,22431,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"625",644245096361,37257,"ContainAccount","change user password.","Suspicious","FalsePositive"
"626",824633724039,246506,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"627",1546188227313,72940,"ContainAccount","forcepasswordresetremediation","NoThreatsFound","FalsePositive"
"628",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"629",730144445406,101430,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","TruePositive"
"630",249108105137,832,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Malicious","TruePositive"
"631",1133871368338,230703,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"632",1614907707626,26876,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"633",1254130454851,380167,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"634",34359743267,3300,"ContainAccount","change user password.","Malicious","BenignPositive"
"635",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"636",506806143060,49372,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
"637",1142461305505,31664,"ContainAccount","change user password.","Suspicious","BenignPositive"
"638",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"639",1597727836270,2524,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"640",240518170106,158831,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"641",858993460818,692,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"642",1700807052806,244148,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"643",841813592080,43161,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"644",1013612285553,9500,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","BenignPositive"
"645",652835031931,5371,"IsolateDevice","isolateresponse","Suspicious","BenignPositive"
"646",206158431906,18043,"IsolateDevice","isolateresponse","Suspicious","TruePositive"
"647",120259086465,21557,"ContainAccount","account password changed","Malicious","TruePositive"
"648",936302872720,155157,"ContainAccount","reset user password.","Suspicious","TruePositive"
"649",1305670062454,37574,"ContainAccount","update stsrefreshtokenvalidfrom timestamp.","Suspicious","FalsePositive"
"650",523986014691,19234,"ContainAccount","disableuser","Malicious","TruePositive"
"651",695784704131,108324,"IsolateDevice","quarantinefile","Suspicious","TruePositive"
